Subcomentario,roberta_neg,roberta_neu,roberta_pos,Palabra_clave,Mencion_animales
"Even on the sailboat though, the choppy waters were enough to cause the boat to move around a lot - if you get seasick easily we donÃÂ¢ÃÂÃÂt recommend it",0.81231517,0.16585332,0.021831548,boat,
Jesus and Edgar were funny and personable and they were sure to take lots of pictures of us,0.0021538201,0.048457436,0.94938874,,
"The food they serve on the trip isnÃÂ¢ÃÂÃÂt the best, but the drinks are great! The photos they take on their cameras are very expensive to buy, we recommend having someone take photos of you on your personal camera",0.026540533,0.10099347,0.872466,,
"It was a beautiful trip though!Our only complaint with Cabo Adventures is that all of the excursions are run out of the same place, and they donÃÂ¢ÃÂÃÂt really give you much information when you get there",0.13752525,0.25701702,0.6054577,excursion,
They required us to get there an hour before our time slot in case of lines from people with other excursions,0.12091582,0.8348987,0.044185475,excursion,
We got back from our snorkeling trip at 3:10pm to find out that the next shuttle bus didnÃÂ¢ÃÂÃÂt leave until 4pm,0.12276903,0.7505644,0.12666653,snorkel,
It definitely took up the whole day which was a bit of a bummer,0.9221387,0.0719909,0.005870415,,
"We only chose them as they worked with our hotel and our hotel ran a promo to get the excursions at 25% the cost, otherwise we probably would have looked into other one off places",0.041142713,0.7032984,0.25555888,excursion,
It was just OK,0.02612884,0.26695174,0.70691943,,
It was like a petting zoo,0.015159096,0.25388813,0.73095274,,
Not too adventurous,0.2228295,0.7007887,0.07638186,,
Camel rides only 20 mins and In a circle in the beach,0.013603695,0.81138235,0.17501399,,
Best part of the trip was the tequila tasting,0.0017433971,0.026983142,0.9712734,,
"Very well organized, professional tour company in Cabo",0.0018540936,0.07714544,0.9210005,,
Our tour guide Tomas as friendly and attentive,0.0053515984,0.1799835,0.8146649,,
We loved seeing all the sights in Cabo and spending time on the boat,0.0018310298,0.017104553,0.98106444,boat,
I think it I could go again I would perhaps not do the snorkel sail cruise,0.15225829,0.71911705,0.12862465,snorkel,
"Loved the day, but there is not much to see when snorkeling",0.096436165,0.20473464,0.69882923,snorkel,
"Also, be aware that you actually do sail on the sailing part of the cruise! We didnÃÂ¢ÃÂÃÂt think that one through and got a bit seasick lol",0.32488272,0.5109784,0.16413888,,
But thatÃÂ¢ÃÂÃÂs on us! The sailing was cool,0.003461756,0.04402352,0.95251477,,
Loved the easy pick up & drop off as well,0.0027455844,0.029888764,0.9673657,,
"We were pleasantly surprised to see multiple whales, dolphins and a giant sea turtle",0.0014012327,0.022719925,0.9758789,,dolphin
"We had a fabulous half day snorkeling tour with Jacob, Ana, Jose and Joel",0.0013754225,0.015907874,0.9827167,snorkel,
The crew will treat you like royalty! The we even saw whales along the way as well as a sea turtle,0.0028119548,0.12308671,0.87410134,,whale
The whole process was seemless from picking up at my hotel to delivering me back safely,0.087585025,0.56993693,0.34247798,,
I highly recommend this company,0.002203918,0.029540963,0.9682551,,
The instructor was informative and funny at the same time,0.003937715,0.08073951,0.9153227,,
My boyfriend and I are not licensed PADI divers so the practice in the pool was helpful as there was a lot of info to process,0.017683925,0.28493428,0.6973818,,
We paired up with a partner but at one point I began panicking and wanted to quit,0.88214165,0.11255995,0.0052983644,,
Jorge pointed to his head letting me know I was overthinking things,0.31130278,0.64672613,0.041971125,,
"He grabbed my hand and was pointing at the different fish, moray eels, the sea anemones that bloomed when he snapped",0.022611301,0.5326412,0.44474754,,fish
Soon my breathing calmed down as I was distracted by the beauty under water,0.005901696,0.16294573,0.8311526,,
"If it wasnÃÂ¢ÃÂÃÂt for Jorge, I would have missed out on the full experience",0.6554215,0.29933974,0.045238767,experience,
This was so awesome!!,0.0021256034,0.0063287243,0.9915456,,
Great experience riding ?? on the beach and driving atv threw the desert,0.005862975,0.0989866,0.8951505,experience,
Husband & I took the snorkel trip on a nice sunny day that started out with mimosas and anything else you desired to drink,0.0012312265,0.13124381,0.867525,snorkel,
"20 minutes later we enjoyed a delightful snack of shrimp, guacamole, salsa picante & chips",0.0010616151,0.022475472,0.9764629,,
We were taken to Santa Maria Beach for snorkeling and the others could play around in the  water with the paddle board for about half an hour,0.004999024,0.7246987,0.27030227,paddle,
While we were anchored we were served a full delicious lunch of 5 different items on our own platters,0.0015093175,0.03787636,0.9606143,,
They then took us further out to set the sails and watch for whales,0.041335344,0.9104951,0.048169546,,whale
The whales did not disappoint!  The captain slowed us down so we could keep pace,0.0048004757,0.06716857,0.9280309,,whale
Mannie and Carmien were our guides who were knowledgeable and fun,0.0028654763,0.078688145,0.91844636,,
We highly recommend these 2 gentlemen on a job well done,0.0019639165,0.030428564,0.96760756,,
Luxury tour in winter season you can see the whales,0.012654219,0.75345707,0.23388869,luxury,whale
We went on the Luxury Sailing tour and I cannot express how much fun we had with Erick and Charly!  It was honestly the highlight of the trip,0.0021221216,0.00746348,0.9904144,luxury,
"The tour included snacks, open bar, lunch, paddle boarding, and snorkeling",0.001989353,0.4753691,0.52264154,paddle,
We loved having a photographer on board as well to capture all of the moments that we would not have thought to snap a picture of at the time,0.008032271,0.05041117,0.9415566,,
The pick-up from the hotel was seamless and the check in was fast and easy,0.001289651,0.04366007,0.9550503,,
It was seriously such a great time that we considered signing up for another tour if there wasn't forecast for bad weather in the upcoming days,0.0067707235,0.033871427,0.95935786,,
I can't recommend this enough! I will be telling everyone who is traveling to Cabo to take this tour!!,0.0014789952,0.015786732,0.98273426,,
"A dream place, if you don't know how to swim, like me, you will have to be very close to the beach, the waves are very strong",0.088197716,0.53355384,0.37824842,,
Had the best time with our great captain Jose!   He used his years of experience to make ours great!   Got to see everything from lovers beach to a baby whale playing!  Couldn't have been better!,0.001938746,0.0052940887,0.9927672,experience,whale
Isaac was great,0.004574168,0.042940713,0.95248514,,
Would have liked a little more beach riding,0.117128775,0.7497767,0.13309449,,
Please read before you book ANYTHING with Cabo adventures,0.26698318,0.6731431,0.05987375,,
"TLDR:  there are so many additional hidden fees that you end up paying so much more than the original paid ticket - Overall, I paid $175 (vs $104 listed ticket price online) for the ÃÂ¢ÃÂÃÂcomboÃÂ¢ÃÂÃÂ ticket of eco farm, ATV and camel ride and it was absolutely NOT worth it",0.9597225,0.036713626,0.0035639142,,
The company really tries to squeeze as much money out of the customer - to describe each step in more detail:1) Initial booking - price and additional hidden feesI saw the combo ticket online for $104 (at an advertised 30% discount),0.48759672,0.44990978,0.062493503,,
"When I went to check out the total price ended up being about $120 with additional fees, taxes, etc",0.26396596,0.7068534,0.029180579,,
"After I booked the ticket, I see in the email an additional $20 is required for ÃÂ¢ÃÂÃÂpark entrance feesÃÂ¢ÃÂÃÂ",0.37961853,0.585481,0.034900527,,
IÃÂ¢ÃÂÃÂm thinking that this must be a huge park where you can roam around if theyÃÂ¢ÃÂÃÂre requiring another fee on top of the price of the ticket,0.3509084,0.51605916,0.13303243,,
"This was not the case - the entrance fee does NOT get you anything else,  it really is just another way to get additional dollars after the initial payment",0.5749314,0.39053506,0.03453364,,
I get to the location and was told that I had to pay an additional $35 per person (if we each wanted our own vehicle to ride) for ÃÂ¢ÃÂÃÂATV insurance,0.45383024,0.5202351,0.025934646,,
ÃÂ¢ÃÂÃÂ I thought this was a payment we would get back as long as there were no damages to the vehicle but thats not the case - itÃÂ¢ÃÂÃÂs really just another way to get more money,0.52123344,0.41508815,0.06367847,,
"These types of things should already be built into the initial price! So for each person, it was an additional $55 on top of the $120 I paid online which brings the grand total to $175 per person (vs the initial $104 sticker price - 70% higher!)",0.08145039,0.57580477,0.34274483,,
Maybe I wouldnÃÂ¢ÃÂÃÂt have minded too much about the price if the excursion was actually worth it! Surprise surprise - itÃÂ¢ÃÂÃÂs not,0.3273136,0.41651025,0.25617614,excursion,
2) 1st activity - EcofarmThis is an absolute joke of an excursion,0.83681697,0.13760333,0.025579762,excursion,
This is literally a 20 minute tour of their ÃÂ¢ÃÂÃÂecofarmÃÂ¢ÃÂÃÂ which goes through how to make paper out of camel poop and how to make chocolate,0.21393536,0.6581866,0.1278781,,
No - we did not get to do any of that process or even see it in action- the tour guide literally spoke so fast and it was not interactive at all,0.898345,0.09456099,0.0070939935,,
Only pro - you get a small piece of chocolate at the end3) 2nd activity - camel ridingThis was a laughable excursion as well,0.13055153,0.5248807,0.34456778,excursion,
"I thought weÃÂ¢ÃÂÃÂd be riding camels through various sceneries - no we literally got on the camels, walked along the beach, circled back and then dismounted",0.23196575,0.6306983,0.13733599,,
"Whole riding time was 15 minute, 20 minutes MAX",0.07868516,0.863069,0.05824589,,
"What did we do after ? For the next 20 min, we sat in a gazebo area where we were told some random camel facts and took turns having the photographer take pictures of us with a camel and of course they didnÃÂ¢ÃÂÃÂt allow us to use our own cameras because they want to charge you later for the photos",0.43173206,0.50201327,0.0662546,,
More details on aggregious upsells later,0.039701503,0.9220331,0.03826549,,
3) 3rd activity - ATVThis was the most ÃÂ¢ÃÂÃÂworthÃÂ¢ÃÂÃÂ activity,0.0013505451,0.05768215,0.9409673,,
"We spent about 30-40 minutes on the ATV and I enjoyed this activity (but definitely not $175 / person worth)4) They are constantly trying to sell you thingsAfter the ATV, a little less than 3 hours have passed",0.041225675,0.22590514,0.73286915,,
"For the final hour, you were brought to the dining and photo area",0.01834476,0.9309056,0.050749697,,
You also werenÃÂ¢ÃÂÃÂt allowed to leave early unless you drove there yourself,0.44199672,0.5179013,0.04010204,,
So for an hour - they would sell you on photos (starting at $150 - $250 for a photo package) and on expensive food and alcohol,0.42812467,0.51764995,0.05422539,,
"After about 45 minutes of waiting around in this dining area, we did the tequila tasting - you get to try 3 different types of tequila which I did enjoy",0.0024955554,0.062377173,0.9351273,,
"Overall, it was definitely not worth the money",0.91915977,0.07441486,0.006425354,,
"Where does all the money go? It goes towards marketing - Cabo adventures advertisements are plastered everywhere in Cabo -  from my hotel lobby, to grocery stores, to multiple stands in the touristy areas",0.09483307,0.68407476,0.22109221,,
Word to the wise - these types of excursions are SIGNIFICANTLY cheaper if you negotiate with the tourist vendors at the beach / near the touristy areas,0.015336808,0.32266545,0.6619978,excursion,
"With the $175, I could have probably gotten 3-4 really solid excursions",0.0026964045,0.1476174,0.84968615,excursion,
I know for next time to definitely not go with Cabo adventures and just wait till I land to book these excursions,0.33601952,0.57318735,0.090793125,excursion,
Excellent staff,0.026007587,0.2962233,0.6777691,,
We saw more humpback whales on our beach / catamaran tour than we did in Alaska,0.018303096,0.57286257,0.40883434,,whale
"We did pay for photos from the trip, only to find out back on the cruise ship that we got another couple's photos",0.11674162,0.77983266,0.103425644,,
Still trying to work out,0.18942982,0.7753579,0.03521231,,
Hopefully lol,0.00928604,0.24156629,0.74914765,,
Me and two friends did the scuba and sea adventure,0.005254818,0.53636605,0.45837912,scuba,
The staff were exceptional,0.0057763266,0.05123138,0.9429923,,
"Diego, Lucas and Roberto were great and knowledgable and went out of their way to find humpback whales! The only thing that would have made it better  is if pictutes were included like some tours do",0.017952159,0.11113218,0.87091565,,whale
They were attentive to making my friends comfortable since this was their first time snorkeling,0.0026032657,0.12296392,0.8744328,snorkel,
Would recommend,0.014863042,0.32136884,0.6637681,,
"Excellent service, fresh food and an excellent sea route, unhurried and with the best attention",0.0030167778,0.029746296,0.96723694,,
Fantastic experience with Cabo Adventures on the Sea & Snorkel Tour,0.0012935038,0.03589589,0.96281064,experience,
"Richard was an excellent guide taking us to see Lover's Beach, Pelican Rock, a sea lion colony, the famous arch, and Land's End",0.001327094,0.035028752,0.96364415,,
"Then we got to snorkel, kayak, and paddle board",0.01018945,0.7482412,0.24156936,paddle,
Would highly recommend!,0.002516046,0.049807955,0.947676,,
It is a wonderful impressive experience the camels and the view of the sea if you can go do it the cost was 1340 while staying at the treasure a question of looking for prices the tour is short but it is worth the cost of the photos is 480 each,0.0035903882,0.028097708,0.9683119,view,
We had a great experience and fun on the Sea of Cortez wildlife and snorkling adventure,0.0014747444,0.009984775,0.9885405,experience,
I would definitely recommend this trip,0.0015008873,0.029762378,0.9687367,,
The food and staff were outstanding! We were up blose to sea lions and so many fish,0.0015081087,0.015197712,0.98329425,,fish
Our experience with them was great,0.0014145079,0.014369277,0.9842163,experience,
We chose to go on the luxury sailing tour,0.006887486,0.5581653,0.43494728,luxury,
We went on a 4-Hour tour down the Cabo coast,0.00842868,0.883586,0.10798534,,
We ended up at a beautiful cove where we snorkeled and paddle boarded,0.0015266244,0.07020776,0.9282656,paddle,
Then we went further out to sea experiencing some open ocean,0.0039535076,0.5736537,0.42239282,,
We got a wonderful snack and a wonderful lunch including alcoholic beverages,0.0013963234,0.010528313,0.9880754,,
"Erick, Charlie, and Lily were all wonderful",0.0016660576,0.013145494,0.9851885,,
Highly recommended,0.0046821465,0.09844883,0.896869,,
"Cabo Adventures is the best, my family and I feel safe at all times, in fact it is our second vacation in Cabo and again with Cabo Adventures, in whale season you will not regret itÃÂ!!!",0.0011264522,0.006750471,0.99212307,vacation,whale
My boyfriend and I did the snorkeling in Cabo Pulmo and it was an adventure,0.0018349625,0.0949415,0.9032235,snorkel,
We had a 2 hour drive from Cabo San Lucas which was in a clean and cool sprinter van,0.002902592,0.28947434,0.70762306,,
"When snorkeling the guide led us to 4 different spots and we were able to see various fishes even sea turtle and manta ray! Boat ride was rocky and I did get seasick but my boyfriend was able to manage, just as a heads up for those who are first timers! Even people in our group who are well experienced in snorkeling before were getting queasy",0.07856346,0.40120056,0.52023596,boat,fish
"But overall, Cabo adventures provided what was promised in description and we had a great time",0.0026535478,0.016355809,0.98099065,,
Thank you to our driver Gabriel and the Tornado Dive Center for the experience!,0.0009832219,0.017214753,0.98180205,experience,
"Luis, Pepe and Gil were great and very passionate about guiding us through both the desert and beach ebike ride",0.0016250862,0.018472891,0.979902,,
"This was my wife and I's first time on an ebike, neither one of us felt unsafe or unprepared prior to hitting the trails with ample instruction given and riding practice",0.012115091,0.29434976,0.6935351,,
"We got to see dolphins and whales surfacing right off the beach, that was pretty amazing",0.0014989356,0.015349783,0.9831513,,dolphin
Our ride ended with making our own margs and enjoying them with some Mexican cuisine made on their campus,0.0014850843,0.10022212,0.8982927,,
"When we come back to visit we will book another #CaboAdventure, we felt very safe with them, they were a class act",0.002933256,0.05114049,0.9459262,,
We also learned a little about how to make chocolate from the Mexican cocoa bean,0.0057323207,0.6614383,0.33282942,,
My partner and I participated in the Sunset Sailing,0.00280185,0.80001634,0.19718179,,
"The scenery and vibes were amazing, however in the first 30 minutes we both got sea sick and threw up the remainder of the ride",0.07009383,0.13988832,0.79001784,,
The tides were very strong and it was not a pleasant experience,0.9357463,0.05976321,0.0044905557,experience,
The staff was truly amazing,0.0029130382,0.015477037,0.98160994,,
"They gave us both water, and ice chips to help with the sickness",0.044352323,0.5921756,0.363472,,
We wish we could have really enjoyed the experience more but our bodies did not like the sea,0.56254876,0.35833567,0.07911557,experience,
Never again lol,0.5260967,0.37795407,0.09594925,,
P,0.23628907,0.54769635,0.21601467,,
S,0.24548198,0.54193753,0.2125805,,
I would recommend eating hours before and not the food the provided,0.47640932,0.48981592,0.033774808,,
It wasnÃÂ¢ÃÂÃÂt tasty and it probably added to our sea sickness,0.9711916,0.026001008,0.0028074645,,
Whale watching was superb,0.007691299,0.13962759,0.85268104,watching,whale
"A very nice boat with good seating and a quality lunch with seconds if you like , with plenty to drink",0.001679911,0.031815544,0.9665045,boat,
Very friendly staff and service,0.0039151977,0.046398085,0.94968665,,
They will offer quality photos at a fair price,0.0072589926,0.19428217,0.7984588,,
I did the whale shark swim with this company,0.055111136,0.86544156,0.07944726,,shark
"I had a great time, our tour guide did a great job",0.001957048,0.006589764,0.9914532,,
"I can't remember his name, but he's tall with short hair and into rock climbing",0.010359212,0.7704005,0.21924022,,
I feel like this guide truly cared about the conservation of the whale sharks and was very informative about the species,0.0032223752,0.06805748,0.9287201,,shark
Sometimes people claim they care about the conservation but don't really SHOW IT,0.59665924,0.36011288,0.043227848,,
"This guy showed it, he was passionate about the safety of the animal",0.013237236,0.18014121,0.8066216,,
"When I originally scheduled I scheduled for Feb, 14",0.009439168,0.92862535,0.061935496,,
"My plans ended up changing due to a cancelation from an unrelated scuba diving shop, and I walked down to the Cabo Adventures building in the Marina and they were happy to rearrange my date to Feb 15, in order to accommodate my scuba diving with the other company",0.021178551,0.45427972,0.52454174,scuba,
They didn't try to charge me extra or give any hassle,0.3394187,0.60282993,0.05775137,,
"They just said ""Let me see if I have a spot open",0.050572813,0.8765857,0.07284138,,
"Yes, I do",0.044277344,0.4297336,0.52598906,,
""" and I was changed over and good to go",0.044263206,0.43085134,0.5248855,,
I appreciate the ease with that,0.003100235,0.08452556,0.91237414,,
"I had signed up for hotel transport, but I was staying in the Marina so they said to walk down to the shop instead (like a 4 minute walk) which was fair",0.02181211,0.5153487,0.46283922,,
The location of the shop is convenient if you are staying around the Marina,0.00209139,0.1698231,0.8280855,,
It's also nice and clean inside,0.0020119145,0.03682309,0.961165,,
So I waited for 15 minutes until the group and guide were all there and we boarded a shuttle to La Paz,0.068440594,0.8705429,0.061016485,,
"They gave us a bagged sandwich, chips, and some juice for the ride",0.008592104,0.5286924,0.4627155,,
I didn't expect that and it was nice,0.10485381,0.2555295,0.63961667,,
The lunch that was provided at the restruant was also good,0.0011967543,0.018677248,0.98012596,,
It was a cute little restruant and we sat at tables in the sand of the little beach,0.0020772398,0.07827281,0.91964996,,
I enjoyed the food,0.0030738646,0.029221455,0.96770465,,
We did see one whale shark and were able to swim with it 5-6 times,0.005969148,0.51771224,0.47631863,,shark
"They took a video with a go pro, but the water was really murky ( that's all dependent on mother nature)",0.38227117,0.56380975,0.053919036,,
They offer to sell you the video and some pictures at the end but it is WAY overpriced,0.8516143,0.13620716,0.012178463,,
$50 for some go pro clips where you could barely see the shark!  They offer to put it on a zip drive and the zip drive is pretty much the cheapest quality zip drive on the existence of the earth,0.049370818,0.27289882,0.6777304,,shark
It looks like the overhead on that is probably around $2,0.10122569,0.82933843,0.06943588,,
50,0.21204695,0.5934891,0.19446394,,
You guys need to be more reasonable on the videos and pics and not try to start out with some ungodly high price for it- (marketing trick),0.5765273,0.36420524,0.059267465,,
"Anyhow, I really enjoyed the excursion",0.0019503611,0.016002022,0.9820477,excursion,
I saw the beautiful giant of the sea very close up,0.0015792329,0.04650717,0.9519136,,
I had a great lunch,0.0021932262,0.011371934,0.9864348,,
All in all it was a fantastic day that will be in my memories forever!,0.0014036978,0.006590885,0.9920054,,
Whale watching trip was fun and very educational,0.0019004286,0.025772128,0.9723274,watching,whale
"Saw a ton of wildlife including sea turtles, marlin, dolphins, sea lions, and of course whales",0.0183417,0.57762486,0.40403342,,dolphin
Unfortunately my picture taking stinks when it comes to capturing breaching whales,0.9596662,0.037500303,0.0028334933,,whale
Our family did the Snorkeling and Sea Adventure,0.0048237643,0.46214747,0.5330288,snorkel,
It was fantastic,0.005761551,0.027423106,0.96681535,,
"Our guides Pancho, Carlos, and Ray and the equipment guys were all awesome",0.0014229572,0.012638817,0.98593825,,
They are punctual and safe,0.0072297435,0.20639163,0.7863786,,
"They have lockers, but it is easier to just bring a water tight bag and pack light",0.018477479,0.4802039,0.50131863,,
Everything is provided,0.022489067,0.45392942,0.5235815,,
"While you're Snorkeling, kayaking, and paddle boarding your stuff will be safe in the boat",0.007837135,0.27726623,0.7148966,boat,
We saw whales close up on the ride out and all sorts of sea creatures on the reef while Snorkeling,0.026573889,0.7611728,0.21225338,snorkel,whale
It was like swimming in an exotic aquarium but with waves,0.025648735,0.5210467,0.4533045,swimming,
Great all the way around and purchasing through Costco made it a great deal,0.0013252542,0.01631569,0.9823591,,
Do NOT book with this company,0.945946,0.05051271,0.0035412502,,
If I could give them 0 stars I would,0.25601396,0.6058596,0.1381265,,
They ruined our honeymoon! We booked at the resort with one of their representatives,0.9572711,0.03928585,0.003443027,,
We wanted to book two excursions but she convinced us to do this deal that was 3 for the price of two,0.009702179,0.6292806,0.3610171,excursion,
We were not really interested in anything else but picked one just because it was free,0.102995016,0.68491733,0.21208766,,
Well we only got to attend 1 of the 3 and tried to get a refund before the 48hr cut off,0.29188794,0.6557171,0.05239504,,
"They did not refund us, they still continue to give us the run around even if itÃÂs been months",0.71338433,0.26991612,0.016699545,,
We lots close to 1000$ CAD,0.006392765,0.5818814,0.4117259,,
Happy Honeymoon to us,0.00089690275,0.013567791,0.98553526,,
"Also the only one we attended was  the Cabo snorkel and lands end arch, it was terrible",0.9224273,0.06980125,0.0077713984,snorkel,
They advertise it as on lovers beach but itÃÂs no where near that,0.39843494,0.50742155,0.09414352,,
ItÃÂs also so deep where they off load you that you donÃÂt see barely any fish! It was horrible experience,0.94862616,0.04556874,0.005805113,experience,fish
I highly recommend Wild Canyon instead,0.010071404,0.22056822,0.7693604,,
We did a day with them and wish we wouldnÃÂt of pre-booked with Cabo adventures as they were more organized and everything was near by,0.062415536,0.6360974,0.3014871,,
No wasted travel time!,0.20997101,0.49866533,0.2913636,,
"Fishing, whale watching, Sea Lions! We got to see it all!",0.004793227,0.11074928,0.8844575,watching,fish
Michelle was an amazing guide! Mario spotted the whale sharks very quickly and was able to get everyone amazing views alongside the whale shark,0.0016800659,0.021309378,0.9770106,view,shark
Incredibly impressed by the care and concern for the sea and it's creatures,0.006079883,0.0679425,0.9259776,,
Cabo Adventures Off Road (Polaris Side by Side) with Damien and Noriega as the main guides,0.0077367085,0.93820024,0.05406308,,
"Took about 15 minutes to get from hotel to the Cabo Adventure main location, then 1hr bus ride to Tierra Sagrada",0.06350456,0.87948924,0.057006244,,
"Started with about a 1hr tour of the Eco Farm (ate chocolate made there, pictures with goats and Parrots that were very well trained)",0.0024272667,0.17267774,0.824895,,
Then a 2hr drive on the Polaris RZR with a chance to switch seats at the halfway point,0.016163103,0.9227222,0.06111469,,
We had a mechanical issue that the crew was very quick to swap us in to a spare RZR,0.1640202,0.6405549,0.19542496,,
"The end of the ride was at the Eco Farm, with cheese or cheese and chicken Quesadilla, free Pacifica beer, and ended with a few shots of different tequila",0.0035822664,0.6498324,0.34658533,,
Then a 1hr bus ride to Cabo San Lucas and then shuttles to your hotel,0.021150311,0.9259038,0.05294591,,
"The staff were great, and the family enjoyed it (some of us more than others)",0.0016763599,0.011880961,0.9864427,,
I would recommend this to anyone who wants to spend a day on an adventure,0.0018720601,0.055837147,0.9422908,,
About 8hrs from door to door,0.051627196,0.897713,0.050659847,,
We were extremely disappointed with the Outback and Camel Safari and feel we wasted our day attending,0.97838897,0.019790588,0.0018205668,,
It was NOTHING like the description in the catalog provided to us - ÃÂ¢ÃÂÃÂLive an amazing eco-adventure in the countryside of Baja California,0.21023881,0.36510363,0.42465758,,
"Take a nature walk then board an open-all, 4x4 military-style Unimog to continue deeper into the rugged Baja outback",0.007889153,0.8865515,0.10555933,,
"View ancient cacti that live in the sandy pathways, and keep an eye out for chipmunks, foxes, deer and 'caracara"" falcons who live and hide in the desert",0.16940588,0.7702254,0.060368687,view,
"Next, ride a camel along the beach at Rancho San Cristobal, enjoying breathtaking views of the ocean",0.001597457,0.13131393,0.8670886,view,
ÃÂ¢ÃÂÃÂ The catalog also stated to bring ÃÂ¢ÃÂÃÂSwimsuit and towel for the cenoteÃÂ¢ÃÂÃÂ,0.043039415,0.8648594,0.09210115,,
We were picked up from our hotel at our scheduled time for the hour long drive to the park,0.012358341,0.8578917,0.12975,,
They promptly checked us in as soon as we arrived and told us our tour was scheduled to start in 30 minutes,0.0058069,0.555649,0.43854406,,
A while later one of the guides came out and mentioned that a group from another hotel was running late,0.38036165,0.59447867,0.025159588,,
"They proceeded to take us through presentations about plastic recycling, donkeys, goats, and finally cocoa beans",0.15364607,0.7017564,0.14459752,,
"Once these presentations were completed, we waited about 10 minutes before another set of guides came out to split everyone in 2 groups",0.047599744,0.9042752,0.048125084,,
"From this point on, cameras and cell phones were forbidden",0.7004738,0.28825837,0.011267783,,
They walked us to some benches to educate us about camels and wait for everyone in our group (about 17 people) to take several group and individual pictures with a camel,0.018167607,0.882857,0.098975435,,
A few people complained to our guide Bill about the amount of time wasted up to this point,0.8448346,0.1499772,0.0051881387,,
"After a brief safety briefing and helmet fitting, we mounted the camels and walked up and down the beach for about 20 minutes",0.01642719,0.90324056,0.08033229,,
They fed us lunch outdoors (with no shortage of flies) and gave us a few shots of tequila before loading us on the back of a truck to take us to the exit,0.016493455,0.5477001,0.43580642,,
"When our driver picked us up to return us to the hotel, we asked about stopping at the cenote",0.024114186,0.9023158,0.07356998,,
He said that portion of the trip was canceled due to rain making it too muddy,0.7536964,0.24008071,0.006222954,,
"Turns out there are no cenotes in Los Cabos! Based on the catalog, this was supposed to be a 4 hour trip plus transportation",0.6046098,0.35625863,0.039131593,,
The van ride was an hour each way,0.16119061,0.7642355,0.07457384,,
"Our 6 hour trip, turned into 8 hours with only about 20 minutes of it actually riding a camel",0.123267666,0.76944757,0.107284725,,
Booked the sunset cruise to see the arches with my friend,0.0023252289,0.4602057,0.5374691,,
We are in our late 20s,0.08454194,0.7843961,0.13106194,,
Hotel pickup/drop off was as expected,0.014604456,0.528005,0.45739058,,
Signs urging for tips in the bus was tacky,0.64621115,0.33441755,0.0193713,,
"Arriving at the Cabo adventures building was a bit chaotic, so I'm glad our driver told us where to go as there were many people and tours gathering",0.018969804,0.21188399,0.76914614,,
"We then took a very sunny, 5 min walk to the boat",0.0023845392,0.3624935,0.63512206,boat,
It was about a 40 foot sailboat and the best views were on the front of the boat,0.0025067527,0.065819465,0.93167377,view,
"I'm 5""9 160 lbs and found the seating to be cramped for over a two hour trip",0.69925207,0.2826481,0.018099912,,
I had a tiny slice of cushion to myself and my butt was numb after about 15 min,0.38917387,0.5480263,0.06279987,,
"No back support, felt like I had less of a personal bubble than on an airplane",0.70310515,0.26699317,0.029901695,,
My friend had a lady keep bumping shoulders with her and I could barely stretch out my legs and relax without having to move them to let the tour guide walk by,0.32849416,0.5772127,0.09429317,,
"The worst part, and a big part of my low rating, is the fact that there is this obnoxious photographer on board taking photos throughout the trip",0.966108,0.03133101,0.0025609017,,
It felt forced and was quite intrusive to have to keep smiling at this random lady so she could take photos we weren't the least bit interested in buying,0.8021222,0.18166733,0.016210485,,
It felt like I was the bride at a wedding there were so many photos taken,0.01669409,0.4299785,0.55332744,,
After the first 45 minutes or so she got the hint and stopped forcing us to pose,0.12980679,0.8153001,0.05489304,,
The food was not great,0.9620497,0.03453175,0.0034184882,,
"Guac with store bought chips, tasteless pasta salad, salad with a couple grape tomatoes, and bread",0.01751685,0.8806002,0.10188298,,
Lettuce kept flying off my plate,0.69290257,0.28911963,0.01797785,,
"And trying to drink on the boat was a joke, kept spilling on myself and I hadn't had any alcohol before the boat",0.7289486,0.2365254,0.034526005,boat,
They gave everyone a welcome mimosa and then took drink orders,0.004177191,0.19120996,0.8046129,,
The wine left lots to be desired,0.63968754,0.339005,0.021307526,,
Music on the boat was too loud and the same songs were on repeat,0.8707464,0.11719735,0.012056337,boat,
"I heard one song three times! Overall, despite the great views the atmosphere wasn't what I was hoping for",0.6151795,0.29580814,0.08901242,view,
"I wanted to sit back, relax and chat with my friend",0.009691671,0.31318286,0.67712545,,
"But it was too loud, cramped, and felt like I had paparazzi around me",0.7978257,0.18433529,0.0178391,,
The Luxury Sunset Sail made for a terrific day with my dad,0.0012520287,0.019068368,0.9796795,luxury,
"Danny, Ben and photographer Fernanda were an outstanding and caring crew",0.0021405495,0.029965932,0.9678935,,
The tour company took obvious efforts to ensure that the boat was well sanitized and that the passengers abided by safety precautions,0.010591226,0.3544422,0.63496655,boat,
"We loved the food (exceptional ceviche, shrimp & guacamole among other great items), the drinks (wide selection, plentiful, and excellently made), the sailing (the boat was high quality, and picked up impressive speed while feeling safe & secure), as well as the time spent snorkeling (beautiful fish, and even a Tortuga)",0.0014618774,0.012774846,0.9857633,boat,fish
We appreciated the photo opportunity next to the Cabo Arch / Lover's Beach,0.0010154862,0.035585925,0.9633986,,
